25ph,60conduc,dvconduc,25ox,dvox,reindex,label
6.55,43.38,20.23,23.31,29.42,1.4714,capsicol
6.38,39.45,26.17,27.09,24.09,1.4748,capsicol
6.53,37.28,19.47,28.9,27.13,1.4718,capsicol
6.61,36.08,25.26,22.2,26.52,1.4725,capsicol
6.29,35.83,23.13,22.66,30.18,1.4735,capsicol
6.2,38.72,25.11,24.41,27.74,1.4771,capsicol
6.07,39.7,25.12,23.82,30.39,1.4722,capsicol
6.56,38.49,25.3,26.22,24.82,1.4708,capsicol
6.04,41.19,25.33,29.8,26.33,1.4718,capsicol
6.45,42.24,25.63,21.37,29.4,1.474,capsicol
6.3,38.99,21.92,18.93,28.19,1.4736,capsicol
6.25,38.8,20.51,25.9,25.57,1.4743,capsicol
6.17,43.63,23.88,24.12,24.62,1.4737,capsicol
6.77,44.21,21.26,24.4,29.84,1.4756,capsicol
6.42,41.53,26.22,23.69,26.96,1.4765,capsicol
6.42,35.43,26.39,28.3,28.66,1.4736,capsicol
6.2,42.35,19.96,20.12,24.09,1.4733,capsicol
6.19,39.3,19.95,25.58,28.77,1.4756,capsicol
6.57,43.15,22.84,21.83,23.54,1.4767,capsicol
6.32,34.34,19.55,22.14,25.7,1.4769,capsicol
6.32,44.14,21.21,19.62,28.6,1.4716,capsicol
6.1,37.1,18.09,28.39,27.56,1.4722,capsicol
6.37,41.32,22.94,18.25,28.79,1.4769999999999999,capsicol
6.62,35.22,24.78,27.98,28.68,1.4713,capsicol
6.68,40.14,20.36,21.27,28.6,1.4709,capsicol
6.04,35.82,23.1,28.25,27.04,1.4745,capsicol
6.47,41.87,26.34,19.96,27.68,1.4756,capsicol
6.7,45.4,24.64,27.93,28.77,1.4771,capsicol
6.3,34.01,17.36,27.29,28.86,1.4753,capsicol
6.5,34.17,22.34,20.29,29.86,1.4725,capsicol
6.27,38.11,20.44,21.73,24.15,1.476,capsicol
6.6,40.08,18.29,19.14,28.89,1.4755,capsicol
6.24,43.24,20.72,19.41,26.49,1.4723,capsicol
6.21,41.03,17.56,26.93,28.11,1.4774,capsicol
6.55,34.98,26.11,18.32,28.47,1.4712,capsicol
6.21,41.99,20.73,18.44,29.08,1.4765,capsicol
6.39,35.21,23.45,23.18,23.4,1.4764,capsicol
6.3,37.72,23.93,19.98,27.14,1.4752,capsicol
6.54,40.28,24.64,27.94,28.31,1.4746,capsicol
6.38,34.59,17.37,19.06,23.58,1.4708,capsicol
6.46,43.61,24.0,29.09,30.11,1.476,capsicol
6.4,39.44,25.15,22.84,25.43,1.4721,capsicol
6.61,41.52,19.62,18.0,25.89,1.4757,capsicol
6.7,33.77,25.18,24.57,27.37,1.4763,capsicol
6.24,34.34,25.2,25.29,24.43,1.4768,capsicol
6.31,37.41,17.57,29.58,25.81,1.4737,capsicol
6.12,41.36,24.2,23.31,29.41,1.4739,capsicol
6.4,35.82,17.26,23.37,24.63,1.4717,capsicol
6.24,35.53,17.72,22.36,28.0,1.4759,capsicol
6.58,37.56,24.64,19.42,26.82,1.4738,capsicol
6.15,39.95,21.17,28.2,25.77,1.4739,capsicol
6.38,42.59,23.41,29.48,26.34,1.4706,capsicol
6.2,38.39,23.57,20.22,25.13,1.4761,capsicol
6.72,36.31,18.51,22.91,27.86,1.4724,capsicol
6.46,36.78,20.49,20.42,26.96,1.4761,capsicol
6.32,34.31,19.71,21.61,29.7,1.4744,capsicol
6.41,35.64,23.28,22.27,26.86,1.473,capsicol
6.3,42.03,25.85,26.66,27.79,1.4759,capsicol
6.58,36.61,20.28,27.11,29.17,1.4755,capsicol
6.18,39.05,22.26,25.05,25.97,1.4712,capsicol
6.49,42.48,21.98,29.01,27.85,1.4717,capsicol
6.1,43.84,22.54,20.87,27.05,1.4772,capsicol
6.41,39.03,23.2,24.75,26.16,1.4733,capsicol
6.48,40.86,19.46,22.05,26.84,1.4758,capsicol
6.4,38.7,27.24,21.45,27.4,1.4725,capsicol
6.17,37.67,22.69,18.92,25.38,1.4713,capsicol
6.44,39.37,24.42,25.13,24.39,1.473,capsicol
6.55,33.52,20.87,21.23,25.86,1.4729,capsicol
6.45,38.29,20.86,29.06,27.2,1.4769,capsicol
6.33,40.13,26.28,25.91,27.28,1.4709,capsicol
6.6,43.62,24.8,21.45,26.53,1.4755,capsicol
6.03,40.37,19.08,25.44,25.92,1.4714,capsicol
6.43,37.62,26.85,25.67,27.9,1.4707,capsicol
6.32,33.15,25.72,30.07,28.84,1.4729,capsicol
6.18,38.56,23.82,29.76,27.61,1.4744,capsicol
6.44,42.96,22.61,22.15,29.44,1.4719,capsicol
6.46,36.34,20.24,23.37,28.7,1.4746,capsicol
6.19,43.9,25.57,29.59,25.75,1.4736,capsicol
6.09,32.95,20.14,26.03,28.63,1.4749,capsicol
6.42,41.03,26.49,22.52,28.05,1.4709999999999999,capsicol
6.41,37.43,26.07,21.11,27.7,1.4712,capsicol
6.41,33.17,19.36,28.17,30.31,1.4755,capsicol
6.36,32.92,23.23,29.16,24.71,1.4759,capsicol
6.74,34.21,21.01,28.13,28.26,1.4766,capsicol
6.12,39.66,19.77,20.63,27.24,1.4737,capsicol
6.76,34.63,25.25,19.86,28.98,1.474,capsicol
6.47,38.18,22.37,21.95,24.19,1.4723,capsicol
6.51,37.04,20.05,21.82,28.18,1.4757,capsicol
6.12,33.98,26.78,19.04,28.26,1.4741,capsicol
6.7,34.59,24.55,23.95,24.58,1.4767,capsicol
6.28,44.26,22.31,28.31,26.71,1.472,capsicol
6.29,41.49,25.42,28.45,25.08,1.4721,capsicol
6.33,36.53,24.91,18.31,24.97,1.4722,capsicol
6.1,34.79,22.24,29.0,29.75,1.4731,capsicol
6.63,40.17,26.52,29.69,26.24,1.4752,capsicol
6.66,36.31,23.36,17.54,25.68,1.4758,capsicol
6.27,36.54,22.7,21.99,23.94,1.4715,capsicol
6.36,34.6,20.37,22.35,27.68,1.4763,capsicol
6.6,32.58,23.79,22.46,27.1,1.4712,capsicol
6.76,35.55,20.86,20.43,27.18,1.4741,capsicol
6.28,32.57,23.41,25.29,23.68,1.4758,capsicol
6.53,36.55,20.22,26.23,24.96,1.4761,capsicol
6.72,33.98,24.86,28.0,26.27,1.4709999999999999,capsicol
6.24,34.09,17.01,19.22,26.32,1.4769,capsicol
6.62,40.44,21.99,24.84,27.35,1.4721,capsicol
5.44,41.65,15.39,13.46,25.03,1.4753,soybeanoil
5.64,39.54,15.75,14.43,23.38,1.4751,soybeanoil
5.83,37.29,15.64,15.2,21.41,1.475,soybeanoil
5.01,37.8,14.51,13.59,22.5,1.4726,soybeanoil
4.94,40.18,15.9,13.7,24.61,1.4735,soybeanoil
5.05,37.61,14.8,13.46,24.81,1.4743,soybeanoil
4.9,37.73,15.35,13.06,27.7,1.473,soybeanoil
5.06,34.33,13.76,14.09,25.29,1.4726,soybeanoil
4.86,36.4,14.7,13.75,22.2,1.4729,soybeanoil
5.64,36.69,15.45,15.49,22.79,1.4742,soybeanoil
5.09,41.58,14.52,13.99,24.65,1.4733,soybeanoil
4.95,36.67,15.02,15.71,25.78,1.4744,soybeanoil
4.82,34.45,14.91,12.55,27.04,1.4746,soybeanoil
5.14,38.02,15.19,13.85,28.01,1.4749,soybeanoil
5.37,36.33,14.41,13.74,28.22,1.4731,soybeanoil
5.36,36.76,13.83,13.44,23.27,1.4741,soybeanoil
5.15,38.5,14.32,14.12,21.14,1.4728,soybeanoil
5.3,36.74,14.62,15.52,24.19,1.4725,soybeanoil
5.26,35.13,15.79,14.21,23.82,1.4728,soybeanoil
5.38,40.07,15.49,15.05,23.97,1.4739,soybeanoil
5.92,37.46,14.87,13.92,25.69,1.475,soybeanoil
5.8,34.58,15.39,13.83,21.27,1.4749,soybeanoil
4.9,41.02,13.76,15.4,26.5,1.4746,soybeanoil
5.58,41.93,14.53,15.14,27.88,1.4725,soybeanoil
5.9,38.2,15.62,14.18,26.37,1.4733,soybeanoil
5.56,41.93,14.23,15.65,24.87,1.4754,soybeanoil
5.74,39.27,14.53,14.05,24.15,1.4744,soybeanoil
5.29,34.68,15.14,15.73,25.02,1.4759,soybeanoil
5.41,42.24,13.83,14.68,21.81,1.4756,soybeanoil
4.87,37.72,14.6,15.47,27.04,1.4724,soybeanoil
5.16,41.31,14.14,13.2,26.04,1.4733,soybeanoil
5.61,38.09,13.68,13.64,27.07,1.4733,soybeanoil
5.5,39.16,13.76,13.36,23.8,1.4741,soybeanoil
5.21,39.07,14.43,15.02,25.63,1.4722,soybeanoil
5.19,41.19,14.73,12.9,25.92,1.4726,soybeanoil
5.3,39.02,14.02,13.82,28.6,1.4757,soybeanoil
5.14,34.47,15.46,12.47,24.31,1.4726,soybeanoil
5.09,34.64,14.16,14.57,22.72,1.4729,soybeanoil
4.89,41.26,13.62,14.6,26.61,1.4723,soybeanoil
5.3,41.71,13.86,13.52,27.14,1.4754,soybeanoil
5.05,38.87,14.88,13.47,22.54,1.4732,soybeanoil
5.38,36.14,14.69,15.19,24.71,1.4745,soybeanoil
4.84,37.12,15.0,15.12,24.43,1.4745,soybeanoil
5.0,39.52,15.31,13.75,24.39,1.4756,soybeanoil
5.29,37.56,14.26,14.11,21.65,1.4751,soybeanoil
5.22,38.66,15.72,13.83,23.61,1.4741,soybeanoil
5.13,41.7,14.07,14.6,24.05,1.475,soybeanoil
5.63,36.8,14.88,14.27,22.34,1.4731,soybeanoil
4.71,37.24,14.48,14.73,23.74,1.4757,soybeanoil
5.9,37.67,14.58,14.13,21.6,1.4732,soybeanoil
5.25,38.41,15.19,13.62,23.98,1.474,soybeanoil
4.86,35.29,15.07,14.41,25.78,1.4742,soybeanoil
5.53,37.58,14.84,12.71,23.47,1.4752,soybeanoil
5.18,39.88,13.89,13.6,27.98,1.4745,soybeanoil
5.22,42.05,14.23,13.05,26.9,1.4745,soybeanoil
5.54,38.72,14.6,14.14,23.84,1.4747,soybeanoil
5.55,35.57,13.54,12.74,24.74,1.4729,soybeanoil
4.84,36.91,15.26,14.18,28.39,1.4757,soybeanoil
5.27,39.92,15.37,14.67,27.11,1.4734,soybeanoil
5.48,38.23,14.87,14.98,28.77,1.4731,soybeanoil
5.55,37.08,14.34,14.38,24.67,1.4748,soybeanoil
4.93,39.0,15.04,13.02,27.38,1.475,soybeanoil
5.91,37.38,14.74,13.69,24.2,1.4759,soybeanoil
5.9,37.67,13.38,14.86,22.17,1.4727,soybeanoil
5.15,36.5,14.42,12.35,25.9,1.4749,soybeanoil
5.47,35.44,15.72,15.13,21.82,1.4756,soybeanoil
5.19,37.44,15.53,15.31,24.31,1.4747,soybeanoil
5.31,41.0,14.81,13.69,23.98,1.4756,soybeanoil
4.82,38.92,15.19,14.4,24.38,1.4726,soybeanoil
5.06,36.3,15.03,13.92,26.68,1.4731,soybeanoil
5.02,39.36,14.94,14.13,23.86,1.4732,soybeanoil
4.86,38.63,15.21,14.8,27.6,1.4751,soybeanoil
4.89,40.09,14.06,14.78,26.19,1.4734,soybeanoil
5.89,37.15,15.63,14.56,23.94,1.4739,soybeanoil
5.02,39.08,14.14,15.1,24.48,1.4727,soybeanoil
4.93,36.98,14.49,13.89,28.51,1.4729,soybeanoil
5.38,41.76,14.03,15.11,27.47,1.4723,soybeanoil
4.91,37.78,14.56,14.16,21.3,1.4753,soybeanoil
5.27,38.34,15.04,13.48,26.51,1.4758,soybeanoil
5.65,38.46,15.4,14.85,26.84,1.4755,soybeanoil
5.8,39.8,14.45,13.67,23.42,1.4747,soybeanoil
5.01,38.26,15.44,13.76,20.7,1.4727,soybeanoil
5.46,38.54,15.6,15.76,24.78,1.4727,soybeanoil
4.88,38.71,14.18,15.38,25.49,1.4756,soybeanoil
5.32,38.8,13.64,14.04,28.46,1.4743,soybeanoil
5.56,39.88,13.74,14.53,21.76,1.4735,soybeanoil
5.51,38.53,15.5,14.28,29.1,1.4733,soybeanoil
5.81,42.13,13.76,15.08,24.0,1.4748,soybeanoil
5.82,40.21,14.42,15.56,22.73,1.4757,soybeanoil
4.72,41.88,14.1,14.59,22.93,1.4758,soybeanoil
5.56,36.97,13.97,15.33,24.87,1.4745,soybeanoil
5.27,40.42,14.42,14.67,25.72,1.4731,soybeanoil
5.12,40.2,14.35,15.22,22.27,1.4741,soybeanoil
5.42,40.34,15.87,14.87,21.5,1.4733,soybeanoil
5.41,39.24,14.96,13.49,25.8,1.4737,soybeanoil
5.13,36.95,14.08,13.09,24.67,1.4727,soybeanoil
5.85,37.14,14.28,15.08,23.52,1.4738,soybeanoil
5.27,39.64,15.21,13.27,28.08,1.4741,soybeanoil
5.14,33.59,14.6,12.83,25.51,1.473,soybeanoil
5.46,38.07,15.01,15.47,22.5,1.4729,soybeanoil
5.77,36.43,15.53,15.32,22.11,1.4733,soybeanoil
5.05,34.39,15.85,13.2,26.5,1.4742,soybeanoil
5.37,40.09,14.69,12.62,24.77,1.474,soybeanoil
5.51,38.23,15.73,13.62,27.49,1.4749,soybeanoil
4.98,39.73,14.58,15.53,23.63,1.4751,soybeanoil
5.42,37.56,14.0,15.42,24.95,1.4736,soybeanoil
5.44,33.89,14.78,15.02,25.28,1.4747,soybeanoil
5.19,39.08,14.5,15.25,24.53,1.4747,soybeanoil
5.26,36.99,14.01,13.81,24.79,1.4733,soybeanoil
5.26,38.12,15.28,13.69,22.84,1.4748,soybeanoil
5.28,35.79,13.75,14.43,23.66,1.4724,soybeanoil
5.69,37.91,14.88,14.02,25.38,1.4744,soybeanoil
4.89,35.41,13.96,14.01,21.39,1.4746,soybeanoil
5.51,35.05,15.48,15.36,27.28,1.4755,soybeanoil
5.74,34.96,14.84,13.82,23.54,1.4736,soybeanoil
5.34,39.67,14.32,14.51,23.92,1.473,soybeanoil
5.0,40.3,14.31,14.87,26.37,1.4724,soybeanoil
5.53,35.29,13.92,13.93,24.93,1.4721,soybeanoil
5.53,36.49,14.92,16.05,20.38,1.474,soybeanoil
4.94,36.7,15.14,14.33,24.46,1.4736,soybeanoil
4.55,36.34,14.41,15.07,26.71,1.4746,soybeanoil
5.31,41.59,14.63,13.91,25.08,1.474,soybeanoil
4.93,36.15,13.49,12.79,24.26,1.4753,soybeanoil
5.21,38.58,15.11,13.62,25.12,1.4751,soybeanoil
5.58,35.61,15.79,14.45,25.59,1.4736,soybeanoil
5.49,37.65,14.01,14.07,23.38,1.474,soybeanoil
5.32,33.27,15.76,15.42,25.82,1.4722,soybeanoil
5.57,35.44,14.07,14.59,24.38,1.4729,soybeanoil
5.85,35.28,14.24,13.45,25.53,1.4735,soybeanoil
5.27,37.02,14.86,15.28,22.26,1.4748,soybeanoil
5.03,35.09,14.12,13.97,24.78,1.4741,soybeanoil
5.04,35.59,14.36,14.32,22.71,1.4735,soybeanoil
4.52,37.53,15.14,15.47,24.52,1.4744,soybeanoil
4.89,42.73,14.34,14.14,20.74,1.4742,soybeanoil
4.79,35.5,14.35,14.33,21.53,1.4755,soybeanoil
5.14,34.57,15.45,14.96,25.26,1.4752,soybeanoil
5.07,34.4,13.82,12.79,25.96,1.4732,soybeanoil
5.14,38.46,15.36,13.35,27.17,1.4739,soybeanoil
5.54,37.77,14.42,15.39,20.45,1.4745,soybeanoil
5.52,38.3,13.92,15.64,27.1,1.4732,soybeanoil
5.22,41.26,15.1,14.49,26.57,1.4733,soybeanoil
5.21,34.3,15.34,15.34,25.29,1.4746,soybeanoil
5.41,36.35,14.38,14.32,27.65,1.4743,soybeanoil
4.86,35.84,15.24,13.68,23.27,1.4736,soybeanoil
5.18,35.15,14.18,15.94,27.4,1.4729,soybeanoil
5.63,35.41,15.67,12.49,29.34,1.4731,soybeanoil
5.88,33.48,15.19,14.53,24.0,1.473,soybeanoil
5.07,37.87,13.74,13.5,24.49,1.4741,soybeanoil
5.59,37.23,14.3,13.98,25.99,1.4727,soybeanoil
5.79,33.24,15.12,13.43,22.77,1.4757,soybeanoil
4.78,41.14,15.63,14.52,26.96,1.4751,soybeanoil
5.72,40.65,15.13,16.18,26.17,1.4738,soybeanoil
5.05,38.31,15.18,16.03,20.8,1.4725,soybeanoil
4.75,41.16,15.26,15.11,25.4,1.4745,soybeanoil
5.07,36.21,14.08,14.24,26.18,1.4754,soybeanoil
5.38,37.44,14.28,15.77,24.84,1.4748,soybeanoil
5.64,34.68,13.76,15.39,22.76,1.4754,soybeanoil
5.14,38.66,13.95,14.16,27.42,1.476,soybeanoil
5.12,40.55,14.14,15.23,22.85,1.4731,soybeanoil
5.35,39.08,15.25,13.46,25.88,1.4758,soybeanoil
5.33,39.34,14.76,14.63,24.57,1.4752,soybeanoil
4.73,38.22,14.32,15.04,26.28,1.4739,soybeanoil
5.19,37.74,14.43,15.54,24.97,1.4738,soybeanoil
4.89,36.47,14.85,13.43,23.5,1.4738,soybeanoil
5.43,38.28,15.45,14.89,22.06,1.476,soybeanoil
5.44,34.16,14.86,13.84,26.61,1.4732,soybeanoil
4.96,40.5,15.87,13.89,27.83,1.4761,soybeanoil
5.86,34.7,14.6,12.84,26.32,1.4746,soybeanoil
5.17,32.86,14.06,14.57,23.03,1.4753,soybeanoil
4.95,34.12,14.18,13.49,25.4,1.4747,soybeanoil
4.87,37.74,15.63,14.39,23.54,1.4735,soybeanoil
5.83,36.6,14.89,14.1,24.29,1.4728,soybeanoil
4.69,36.3,13.95,14.25,24.62,1.4724,soybeanoil
5.15,35.67,15.22,14.57,23.12,1.4725,soybeanoil
5.07,37.72,15.49,12.22,25.89,1.476,soybeanoil
5.62,35.46,14.12,15.37,25.8,1.4752,soybeanoil
5.12,38.77,15.69,16.11,26.14,1.4756,soybeanoil
4.95,36.46,13.33,13.19,25.56,1.4753,soybeanoil
5.65,38.23,13.75,14.65,21.67,1.4725,soybeanoil
5.07,33.07,14.21,14.4,24.3,1.4728,soybeanoil
5.47,37.09,14.4,14.64,28.45,1.4738,soybeanoil
4.92,39.48,14.43,15.56,27.54,1.4723,soybeanoil
5.33,33.96,15.67,13.62,23.24,1.4736,soybeanoil
4.85,38.99,15.53,14.41,26.33,1.4748,soybeanoil
4.72,40.24,15.49,14.96,26.93,1.4743,soybeanoil
5.17,33.2,14.49,13.01,26.48,1.4722,soybeanoil
5.12,37.42,14.39,13.2,25.86,1.4721,soybeanoil
5.5,35.29,14.22,14.29,21.26,1.4741,soybeanoil
4.76,39.66,13.63,13.54,24.83,1.4738,soybeanoil
5.06,39.41,14.14,13.23,25.99,1.4743,soybeanoil
5.44,34.63,14.09,14.72,24.11,1.4727,soybeanoil
5.49,38.86,15.37,15.0,22.64,1.4732,soybeanoil
5.32,35.44,14.14,14.0,25.06,1.4756,soybeanoil
4.86,39.4,15.87,13.83,25.85,1.4739,soybeanoil
5.09,37.21,14.64,13.98,25.95,1.4738,soybeanoil
5.26,33.0,15.23,15.46,25.01,1.4742,soybeanoil
5.49,41.16,14.05,13.35,23.81,1.4746,soybeanoil
5.7,35.09,14.35,13.73,25.28,1.4748,soybeanoil
5.6,41.57,13.99,15.07,26.51,1.4726,soybeanoil
5.39,35.34,15.12,13.18,20.75,1.4758,soybeanoil
5.61,37.95,15.87,14.86,26.31,1.474,soybeanoil
4.91,36.86,13.45,15.86,23.71,1.4728,soybeanoil
4.63,37.87,14.3,13.95,22.07,1.4751,soybeanoil
4.76,34.7,14.78,14.2,26.03,1.4729,soybeanoil
5.84,37.31,14.04,15.67,26.48,1.4745,soybeanoil
5.85,38.36,14.55,15.76,24.32,1.4747,soybeanoil
5.01,39.18,14.98,13.91,27.03,1.474,soybeanoil
4.85,37.48,15.63,14.71,23.22,1.4759,soybeanoil
5.46,35.22,15.8,13.17,23.34,1.4734,soybeanoil
5.5,33.89,14.02,13.84,26.67,1.473,soybeanoil
5.13,37.85,14.12,14.49,26.21,1.4724,soybeanoil
4.9,38.93,14.38,13.76,25.21,1.4723,soybeanoil
4.94,38.1,14.82,14.7,27.38,1.4749,soybeanoil
4.96,38.99,14.64,13.83,23.13,1.4756,soybeanoil
5.25,36.71,15.7,15.58,25.61,1.4729,soybeanoil
5.13,37.26,14.54,15.1,22.18,1.4753,soybeanoil
5.34,37.39,14.92,15.42,26.68,1.4752,soybeanoil
5.46,38.95,14.42,14.65,22.37,1.4747,soybeanoil
5.17,39.66,13.61,12.23,22.66,1.4728,soybeanoil
5.0,38.18,15.16,15.11,27.07,1.4741,soybeanoil
5.51,38.68,15.3,14.84,21.47,1.4728,soybeanoil
5.34,39.13,15.46,14.82,24.57,1.4744,soybeanoil
5.42,35.29,14.82,13.44,25.88,1.4741,soybeanoil
5.4,41.58,13.82,13.9,24.06,1.4737,soybeanoil
4.83,39.12,15.08,14.84,23.5,1.4731,soybeanoil
5.56,39.37,15.5,13.03,25.71,1.4737,soybeanoil
5.76,38.27,14.11,15.92,22.5,1.4738,soybeanoil
4.69,36.56,13.98,15.01,27.04,1.4759,soybeanoil
5.25,35.51,14.32,14.32,25.04,1.4732,soybeanoil
4.99,40.03,14.4,13.96,25.75,1.4739,soybeanoil
5.63,36.31,15.21,13.85,22.9,1.4748,soybeanoil
5.53,37.88,14.2,15.42,23.62,1.4739,soybeanoil
5.49,36.69,15.43,13.87,27.31,1.4743,soybeanoil
4.78,36.66,14.23,14.95,26.71,1.4753,soybeanoil
5.74,35.3,15.01,14.4,25.49,1.4728,soybeanoil
5.53,37.61,15.48,14.54,25.44,1.4739,soybeanoil
4.82,35.03,14.97,14.54,25.76,1.4746,soybeanoil
4.91,39.24,14.54,13.91,25.31,1.4751,soybeanoil
5.6,42.01,16.04,12.99,23.84,1.4739,soybeanoil
5.13,38.35,15.4,14.72,23.59,1.4749,soybeanoil
5.14,40.9,15.61,15.2,23.54,1.4745,soybeanoil
5.45,39.65,15.4,15.62,26.4,1.4741,soybeanoil
5.09,34.53,14.12,14.2,22.08,1.4759,soybeanoil
5.02,40.78,15.23,16.2,27.06,1.4747,soybeanoil
5.47,36.73,14.31,14.95,25.83,1.474,soybeanoil
5.26,38.82,13.69,13.22,25.48,1.4738,soybeanoil
5.14,38.13,14.44,15.81,25.46,1.4729,soybeanoil
4.79,41.43,14.19,14.34,27.16,1.4732,soybeanoil
4.68,40.53,14.92,14.54,24.74,1.4747,soybeanoil
5.06,35.06,15.56,15.18,23.46,1.4727,soybeanoil
5.81,40.41,14.24,14.43,27.82,1.4752,soybeanoil
4.89,39.3,15.7,13.35,26.44,1.4729,soybeanoil
4.95,36.11,14.97,13.4,24.44,1.4725,soybeanoil
5.33,35.31,15.36,14.4,23.04,1.4735,soybeanoil
4.75,35.4,14.9,14.99,26.77,1.4745,soybeanoil
5.45,33.86,13.84,15.11,25.63,1.4734,soybeanoil
5.4,38.6,14.9,14.24,28.15,1.4727,soybeanoil
5.32,38.7,14.52,14.21,24.98,1.4731,soybeanoil
5.53,37.5,15.6,15.09,24.04,1.4747,soybeanoil
5.3,34.73,15.54,13.69,27.42,1.4723,soybeanoil
5.08,39.04,14.76,14.37,25.54,1.474,soybeanoil
5.88,33.69,14.46,14.63,23.64,1.4742,soybeanoil
5.86,35.29,14.52,16.04,23.44,1.4739,soybeanoil
5.03,39.61,15.36,14.35,21.11,1.473,soybeanoil
4.92,40.47,15.87,13.97,23.44,1.4761,soybeanoil
5.11,41.07,14.35,15.72,22.76,1.4735,soybeanoil
5.36,40.11,14.81,14.71,22.79,1.4737,soybeanoil
5.76,36.98,14.58,14.63,22.48,1.4743,soybeanoil
5.59,34.54,13.67,14.5,22.95,1.4753,soybeanoil
4.91,38.95,14.61,14.34,23.58,1.4758,soybeanoil
5.0,36.34,15.07,13.28,24.58,1.4725,soybeanoil
5.34,38.75,14.23,14.36,24.64,1.4741,soybeanoil
5.72,38.43,15.04,13.21,23.99,1.4752,soybeanoil
5.37,37.92,15.01,13.5,26.38,1.4725,soybeanoil
5.77,38.1,14.54,14.89,22.26,1.4757,soybeanoil
4.96,39.33,15.25,13.93,22.59,1.4756,soybeanoil
5.09,38.75,15.93,12.43,25.4,1.4746,soybeanoil
4.87,34.4,15.55,12.97,27.52,1.4742,soybeanoil
5.21,39.45,14.16,14.59,25.37,1.4723,soybeanoil
4.99,35.2,14.61,12.81,23.13,1.4732,soybeanoil
5.23,39.49,13.85,12.98,24.56,1.4734,soybeanoil
5.78,35.83,13.56,15.95,26.62,1.4744,soybeanoil
5.19,37.73,14.96,13.92,23.37,1.4733,soybeanoil
5.31,41.82,14.22,14.89,25.54,1.4744,soybeanoil
4.89,36.69,13.9,12.74,28.73,1.4739,soybeanoil
4.75,38.48,15.57,15.26,24.1,1.4729,soybeanoil
5.58,40.16,14.31,12.75,23.95,1.4752,soybeanoil
4.75,33.63,14.31,14.92,25.48,1.4759,soybeanoil
5.5,41.57,13.84,14.41,24.69,1.4735,soybeanoil
5.65,36.23,14.62,13.13,21.69,1.4752,soybeanoil
5.34,36.82,15.54,13.81,24.33,1.4751,soybeanoil
5.97,34.62,15.12,14.53,22.57,1.4753,soybeanoil
5.26,35.27,14.38,13.61,21.81,1.4729,soybeanoil
5.1,37.31,14.05,13.11,23.77,1.4734,soybeanoil
5.03,39.72,14.84,14.18,25.29,1.4744,soybeanoil
4.76,34.36,15.18,14.23,25.06,1.4734,soybeanoil
4.65,37.58,15.47,14.12,27.41,1.475,soybeanoil
4.74,35.2,15.34,15.34,26.47,1.4751,soybeanoil
5.11,39.95,14.09,12.25,24.26,1.4749,soybeanoil
5.46,37.3,15.32,12.71,28.9,1.4742,soybeanoil
5.12,36.65,13.81,15.56,25.37,1.4746,soybeanoil
4.93,35.41,14.72,14.28,26.41,1.4747,soybeanoil
5.44,38.28,15.4,12.59,25.96,1.4732,soybeanoil
5.12,37.78,15.91,14.23,21.71,1.4745,soybeanoil
4.79,37.61,14.84,14.82,25.77,1.4739,soybeanoil
5.16,37.47,13.72,12.56,24.48,1.4757,soybeanoil
4.57,38.17,14.19,13.73,25.45,1.4755,soybeanoil
5.19,38.62,15.52,12.84,24.2,1.4757,soybeanoil
5.3,42.51,15.23,15.04,26.58,1.473,soybeanoil
5.06,38.65,15.02,13.93,25.01,1.4732,soybeanoil
5.23,42.23,14.75,14.87,25.84,1.4722,soybeanoil
5.85,34.23,14.08,14.2,23.71,1.4725,soybeanoil
5.63,38.51,15.12,15.16,21.22,1.473,soybeanoil
5.03,35.16,14.57,14.73,25.34,1.4735,soybeanoil
5.16,40.08,14.3,15.12,24.77,1.4736,soybeanoil
5.52,34.32,14.0,13.22,25.71,1.4737,soybeanoil
4.79,39.86,13.41,14.76,26.7,1.4751,soybeanoil
4.94,34.9,15.44,13.26,27.1,1.4759,soybeanoil
5.77,41.95,14.09,15.17,22.22,1.474,soybeanoil
5.07,42.53,15.18,14.63,25.8,1.4751,soybeanoil
4.85,36.22,14.27,15.58,25.57,1.4729,soybeanoil
4.97,38.96,14.11,15.47,27.64,1.4744,soybeanoil
5.19,37.21,13.95,12.7,28.58,1.473,soybeanoil
5.8,39.4,15.35,15.54,24.21,1.474,soybeanoil
5.51,38.66,15.46,14.92,23.04,1.4756,soybeanoil
5.1,41.5,13.53,13.6,27.65,1.4754,soybeanoil
5.77,39.8,15.52,14.3,24.56,1.4753,soybeanoil
5.52,42.33,16.0,14.19,25.41,1.4742,soybeanoil
5.63,35.27,15.85,15.92,28.99,1.4723,soybeanoil
4.97,42.97,14.63,14.97,24.68,1.4734,soybeanoil
4.74,39.71,15.1,13.29,23.24,1.4753,soybeanoil
5.87,41.17,15.68,13.75,22.9,1.4746,soybeanoil
4.9,38.45,14.32,14.11,24.64,1.476,soybeanoil
5.48,36.14,14.57,14.67,25.55,1.4744,soybeanoil
4.98,38.33,15.47,15.44,20.33,1.4729,soybeanoil
4.99,37.48,15.99,14.83,24.34,1.4723,soybeanoil
5.19,36.95,15.29,13.59,22.12,1.473,soybeanoil
5.72,35.8,14.72,12.81,25.57,1.4725,soybeanoil
